id,stage,parent_category,task_name,merge_group,merge_compatible,merge_strategy,merge_cap_tokens,pricing_basis,io_tokens_in_default,io_tokens_out_default,io_addon_merge_mode,io_addon_merge_ratio,io_can_batch,io_avg_chunk_tokens,users,qpm,tokens_in,tokens_out,corpus_gb,embed_model,refresh_rate,avg_chunk_tokens,num_queries,avg_query_tokens,source_type,classes,complexity_level,language_pairs,num_tools,chain_depth,avg_steps,eval_freq,metrics,model_profile.key,model_profile.tier,model_profile.context_window,model_profile.pricing_basis,model_profile.override_ok,model_band_min_key,model_band_max_key,infra_profile.hosting_type,infra_profile.hardware_hint,gpu_hourly_key,gpu_count_default,batch_size_default,ft_enabled,ft_cost_basis,ft_dataset_tokens,ft_expected_hours,availability_target,monitoring_tier_default,compliance_flag,notes,required_inputs,fine_tune.enabled,fine_tune.cost_basis,fine_tune.dataset_tokens,fine_tune.expected_hours
124,S3,Domain-Specific Writing & Analysis,Clinical Trial Summary,S3_domain,FALSE,separate_only,,token,900,600,separate_only,0,FALSE,,,,,,,,,,,,,,,,,,,,,cohere/command-r-plus,large,128000,token,TRUE,cohere/command-r-plus-mini,cohere/command-r-plus,cloud,gpu_l4,,,,TRUE,gpu_hourly,,12,99,Basic,None,Domain expertise; often larger model band; separate under MIN.,"users, qpm, tokens_in, tokens_out, domain_flag",TRUE,gpu_hourly,,12
125,S3,Domain-Specific Writing & Analysis,Diagnostic Differential Draft,S3_domain,FALSE,separate_only,,token,900,600,separate_only,0,FALSE,,,,,,,,,,,,,,,,,,,,,google/gemini-1.5-flash,small,1000000,token,TRUE,google/gemini-1.5-flash,google/ge-1.5-pro,self_host,gpu_t4,aws.g4dn.xlarge,1,8,FALSE,,,,99,Basic,None,Domain expertise; often larger model band; separate under MIN.,"users, qpm, tokens_in, tokens_out, domain_flag",FALSE,,,
126,S3,Domain-Specific Writing & Analysis,Marketing Tone Adaptation,S3_domain,FALSE,separate_only,,token,900,600,separate_only,0,FALSE,,,,,,,,,,,,,,,,,,,,,google/gemini-1.5-pro,large,1000000,token,TRUE,google/gemini-1.5-pro,google/ge-1.5-pro,api,,,,,FALSE,,,,99,Basic,None,Domain expertise; often larger model band; separate under MIN.,"users, qpm, tokens_in, tokens_out, domain_flag",FALSE,,,
127,S3,Domain-Specific Writing & Analysis,Brand Voice Consistency Check,S3_domain,FALSE,separate_only,,token,900,600,separate_only,0,FALSE,,,,,,,,,,,,,,,,,,,,,openai/gpt-4o-mini,medium,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o-,api,,,,,FALSE,,,,99,Basic,None,Domain expertise; often larger model band; separate under MIN.,"users, qpm, tokens_in, tokens_out, domain_flag",FALSE,,,
128,S3,Domain-Specific Writing & Analysis,Product Messaging Matrix,S3_domain,FALSE,separate_only,,token,900,600,separate_only,0,FALSE,,,,,,,,,,,,,,,,,,,,,openai/gpt-4o,large,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o,api,,,,,FALSE,,,,99,Basic,None,Domain expertise; often larger model band; separate under MIN.,"users, qpm, tokens_in, tokens_out, domain_flag",FALSE,,,
129,S3,Domain-Specific Writing & Analysis,Financial Report Commentary,S3_domain,FALSE,separate_only,,token,900,600,separate_only,0,FALSE,,,,,,,,,,,,,,,,,,,,,openai/gpt-4.1-mini,medium,200000,token,TRUE,openai/gpt-4.1-mini,openai/gpt-4.1-,api,,,,,FALSE,,,,99,Basic,None,Domain expertise; often larger model band; separate under MIN.,"users, qpm, tokens_in, tokens_out, domain_flag",FALSE,,,
130,S3,Domain-Specific Writing & Analysis,Earnings Call Summary,S3_domain,FALSE,separate_only,,token,900,600,separate_only,0,FALSE,,,,,,,,,,,,,,,,,,,,,anthropic/claude-3.5-sonnet,large,200000,token,TRUE,anthropic/claude-3.5-sonnet-mini,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99,Basic,None,Domain expertise; often larger model band; separate under MIN.,"users, qpm, tokens_in, tokens_out, domain_flag",FALSE,,,
131,S3,Domain-Specific Writing & Analysis,Risk Factor Draft,S3_domain,FALSE,separate_only,,token,900,600,separate_only,0,FALSE,,,,,,,,,,,,,,,,,,,,,anthropic/claude-3.5-haiku,small,200000,token,TRUE,anthropic/claude-3.5-haiku,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99,Basic,None,Domain expertise; often larger model band; separate under MIN.,"users, qpm, tokens_in, tokens_out, domain_flag",FALSE,,,
132,S3,Domain-Specific Writing & Analysis,Academic Abstract Rewrite,S3_domain,FALSE,separate_only,,token,900,600,separate_only,0,FALSE,,,,,,,,,,,,,,,,,,,,,mistral/mistral-medium,medium,32000,token,TRUE,mistral/mistral-medium-mini,mistral/mistral-medium,api,,,,,FALSE,,,,99,Basic,None,Domain expertise; often larger model band; separate under MIN.,"users, qpm, tokens_in, tokens_out, domain_flag",FALSE,,,
133,S3,Domain-Specific Writing & Analysis,Grant Proposal Section,S3_domain,FALSE,separate_only,,token,900,600,separate_only,0,FALSE,,,,,,,,,,,,,,,,,,,,,mistral/mistral-large,large,64000,token,TRUE,mistral/mistral-large-mini,mistral/mistral-large,api,,,,,TRUE,token,2000000,,99,Basic,None,Domain expertise; often larger model band; separate under MIN.,"users, qpm, tokens_in, tokens_out, domain_flag",TRUE,token,2000000,
134,S3,Domain-Specific Writing & Analysis,Patent Claim Draft,S3_domain,FALSE,separate_only,,token,900,600,separate_only,0,FALSE,,,,,,,,,,,,,,,,,,,,,cohere/command-r-plus,large,128000,token,TRUE,cohere/command-r-plus-mini,cohere/command-r-plus,cloud,gpu_l4,,,,TRUE,gpu_hourly,,12,99,Basic,None,Domain expertise; often larger model band; separate under MIN.,"users, qpm, tokens_in, tokens_out, domain_flag",TRUE,gpu_hourly,,12
135,S3,Domain-Specific Writing & Analysis,Safety Incident Report Draft,S3_domain,FALSE,separate_only,,token,900,600,separate_only,0,FALSE,,,,,,,,,,,,,,,,,,,,,google/gemini-1.5-flash,small,1000000,token,TRUE,google/gemini-1.5-flash,google/ge-1.5-pro,self_host,gpu_t4,aws.g4dn.xlarge,1,8,FALSE,,,,99,Basic,None,Domain expertise; often larger model band; separate under MIN.,"users, qpm, tokens_in, tokens_out, domain_flag",FALSE,,,
136,S3,Summarization & Reasoning,Extractive Summarization,S3_summary,TRUE,sum_tokens,,token,1200,200,proportional,0.2,TRUE,,100,15,,,,,,,,,,,,,,,,,,mistral/mistral-large,large,64000,token,TRUE,mistral/mistral-large-mini,mistral/mistral-large,api,,,,,FALSE,,,,99,Basic,None,Can be merged with generation when context fits.,"users, qpm, tokens_in, tokens_out",FALSE,,,
137,S3,Summarization & Reasoning,Abstractive Summarization,S3_summary,TRUE,sum_tokens,,token,1200,200,proportional,0.2,TRUE,,100,15,,,,,,,,,,,,,,,,,,cohere/command-r-plus,large,128000,token,TRUE,cohere/command-r-plus-mini,cohere/command-r-plus,api,,,,,FALSE,,,,99,Basic,None,Can be merged with generation when context fits.,"users, qpm, tokens_in, tokens_out",FALSE,,,
138,S3,Summarization & Reasoning,Dialogue Summarization,S3_summary,TRUE,sum_tokens,,token,1200,200,proportional,0.2,TRUE,,100,15,,,,,,,,,,,,,,,,,,google/gemini-1.5-flash,small,1000000,token,TRUE,google/gemini-1.5-flash,google/ge-1.5-pro,api,,,,,FALSE,,,,99,Basic,None,Can be merged with generation when context fits.,"users, qpm, tokens_in, tokens_out",FALSE,,,
139,S3,Summarization & Reasoning,Meeting Minutes Generation,S3_summary,TRUE,sum_tokens,,token,1200,200,proportional,0.2,TRUE,,100,15,,,,,,,,,,,,,,,,,,google/gemini-1.5-pro,large,1000000,token,TRUE,google/gemini-1.5-pro,google/ge-1.5-pro,api,,,,,FALSE,,,,99,Basic,None,Can be merged with generation when context fits.,"users, qpm, tokens_in, tokens_out",FALSE,,,
140,S3,Summarization & Reasoning,Email Thread TL;DR,S3_summary,TRUE,sum_tokens,,token,1200,200,proportional,0.2,TRUE,,100,15,,,,,,,,,,,,,,,,,,openai/gpt-4o-mini,medium,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o-,api,,,,,FALSE,,,,99,Basic,None,Can be merged with generation when context fits.,"users, qpm, tokens_in, tokens_out",FALSE,,,
141,S3,Summarization & Reasoning,Legal Document Summary,S3_summary,TRUE,sum_tokens,,token,1200,200,proportional,0.2,TRUE,,100,15,,,,,,,,,,,,,,,,,,openai/gpt-4o,large,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o,api,,,,,FALSE,,,,99,Basic,None,Can be merged with generation when context fits.,"users, qpm, tokens_in, tokens_out",FALSE,,,
142,S3,Summarization & Reasoning,Medical Report Summary,S3_summary,TRUE,sum_tokens,,token,1200,200,proportional,0.2,TRUE,,100,15,,,,,,,,,,,,,,,,,,openai/gpt-4.1-mini,medium,200000,token,TRUE,openai/gpt-4.1-mini,openai/gpt-4.1-,api,,,,,FALSE,,,,99,Basic,None,Can be merged with generation when context fits.,"users, qpm, tokens_in, tokens_out",FALSE,,,
143,S3,Summarization & Reasoning,Research Paper Summary,S3_summary,TRUE,sum_tokens,,token,1200,200,proportional,0.2,TRUE,,100,15,,,,,,,,,,,,,,,,,,anthropic/claude-3.5-sonnet,large,200000,token,TRUE,anthropic/claude-3.5-sonnet-mini,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99,Basic,None,Can be merged with generation when context fits.,"users, qpm, tokens_in, tokens_out",FALSE,,,
144,S3,Summarization & Reasoning,Support Ticket Summary,S3_summary,TRUE,sum_tokens,,token,1200,200,proportional,0.2,TRUE,,100,15,,,,,,,,,,,,,,,,,,anthropic/claude-3.5-haiku,small,200000,token,TRUE,anthropic/claude-3.5-haiku,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99,Basic,None,Can be merged with generation when context fits.,"users, qpm, tokens_in, tokens_out",FALSE,,,
145,S3,Summarization & Reasoning,Bullet Summarization,S3_summary,TRUE,sum_tokens,,token,1200,200,proportional,0.2,TRUE,,100,15,,,,,,,,,,,,,,,,,,mistral/mistral-medium,medium,32000,token,TRUE,mistral/mistral-medium-mini,mistral/mistral-medium,api,,,,,FALSE,,,,99,Basic,None,Can be merged with generation when context fits.,"users, qpm, tokens_in, tokens_out",FALSE,,,
146,S3,Summarization & Reasoning,Highlights Extraction,S3_summary,TRUE,sum_tokens,,token,1200,200,proportional,0.2,TRUE,,100,15,,,,,,,,,,,,,,,,,,mistral/mistral-large,large,64000,token,TRUE,mistral/mistral-large-mini,mistral/mistral-large,api,,,,,FALSE,,,,99,Basic,None,Can be merged with generation when context fits.,"users, qpm, tokens_in, tokens_out",FALSE,,,
147,S3,Summarization & Reasoning,Reasoned Summary (CoT),S3_summary,TRUE,sum_tokens,,token,1200,200,proportional,0.2,TRUE,,100,15,,,,,,,,,,,,,,,,,,cohere/command-r-plus,large,128000,token,TRUE,cohere/command-r-plus-mini,cohere/command-r-plus,api,,,,,FALSE,,,,99,Basic,None,Can be merged with generation when context fits.,"users, qpm, tokens_in, tokens_out",FALSE,,,
148,S3,Summarization & Reasoning,Key Findings Summary,S3_summary,TRUE,sum_tokens,,token,1200,200,proportional,0.2,TRUE,,100,15,,,,,,,,,,,,,,,,,,google/gemini-1.5-flash,small,1000000,token,TRUE,google/gemini-1.5-flash,google/ge-1.5-pro,api,,,,,FALSE,,,,99,Basic,None,Can be merged with generation when context fits.,"users, qpm, tokens_in, tokens_out",FALSE,,,
149,S3,Summarization & Reasoning,Opinion Aggregation,S3_summary,TRUE,sum_tokens,,token,1200,200,proportional,0.2,TRUE,,100,15,,,,,,,,,,,,,,,,,,google/gemini-1.5-pro,large,1000000,token,TRUE,google/gemini-1.5-pro,google/ge-1.5-pro,api,,,,,FALSE,,,,99,Basic,None,Can be merged with generation when context fits.,"users, qpm, tokens_in, tokens_out",FALSE,,,
150,S3,Summarization & Reasoning,Multi-doc Summary,S3_summary,TRUE,sum_tokens,,token,1200,200,proportional,0.2,TRUE,,100,15,,,,,,,,,,,,,,,,,,openai/gpt-4o-mini,medium,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o-,api,,,,,FALSE,,,,99,Basic,None,Can be merged with generation when context fits.,"users, qpm, tokens_in, tokens_out",FALSE,,,
151,S3,Summarization & Reasoning,Contrastive Summary,S3_summary,TRUE,sum_tokens,,token,1200,200,proportional,0.2,TRUE,,100,15,,,,,,,,,,,,,,,,,,openai/gpt-4o,large,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o,api,,,,,FALSE,,,,99,Basic,None,Can be merged with generation when context fits.,"users, qpm, tokens_in, tokens_out",FALSE,,,
152,S3,Text Understanding & Classification,Sentiment Classification,S3_analysis,TRUE,sum_tokens,,token,500,100,proportional,0.15,TRUE,,100,15,,,,,,,,,,3,,,,,,,,google/gemini-1.5-pro,large,1000000,token,TRUE,google/gemini-1.5-pro,google/ge-1.5-pro,api,,,,,FALSE,,,,99,Basic,None,Tagging/understanding; merge-friendly with S2_textgen.,"users, qpm, tokens_in, tokens_out, classes",FALSE,,,
153,S3,Text Understanding & Classification,Topic Classification,S3_analysis,TRUE,sum_tokens,,token,500,100,proportional,0.15,TRUE,,100,15,,,,,,,,,,3,,,,,,,,openai/gpt-4o-mini,medium,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o-,api,,,,,FALSE,,,,99,Basic,None,Tagging/understanding; merge-friendly with S2_textgen.,"users, qpm, tokens_in, tokens_out, classes",FALSE,,,
154,S3,Text Understanding & Classification,Intent Detection,S3_analysis,TRUE,sum_tokens,,token,500,100,proportional,0.15,TRUE,,100,15,,,,,,,,,,3,,,,,,,,openai/gpt-4o,large,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o,api,,,,,FALSE,,,,99,Basic,None,Tagging/understanding; merge-friendly with S2_textgen.,"users, qpm, tokens_in, tokens_out, classes",FALSE,,,
155,S3,Text Understanding & Classification,Toxicity Detection,S3_analysis,TRUE,sum_tokens,,token,500,100,proportional,0.15,TRUE,,100,15,,,,,,,,,,3,,,,,,,,openai/gpt-4.1-mini,medium,200000,token,TRUE,openai/gpt-4.1-mini,openai/gpt-4.1-,api,,,,,FALSE,,,,99,Basic,None,Tagging/understanding; merge-friendly with S2_textgen.,"users, qpm, tokens_in, tokens_out, classes",FALSE,,,
156,S3,Text Understanding & Classification,Spam Detection,S3_analysis,TRUE,sum_tokens,,token,500,100,proportional,0.15,TRUE,,100,15,,,,,,,,,,3,,,,,,,,anthropic/claude-3.5-sonnet,large,200000,token,TRUE,anthropic/claude-3.5-sonnet-mini,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99,Basic,None,Tagging/understanding; merge-friendly with S2_textgen.,"users, qpm, tokens_in, tokens_out, classes",FALSE,,,
157,S3,Text Understanding & Classification,Language ID,S3_analysis,TRUE,sum_tokens,,token,500,100,proportional,0.15,TRUE,,100,15,,,,,,,,,,3,,,,,,,,anthropic/claude-3.5-haiku,small,200000,token,TRUE,anthropic/claude-3.5-haiku,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99,Basic,None,Tagging/understanding; merge-friendly with S2_textgen.,"users, qpm, tokens_in, tokens_out, classes",FALSE,,,
158,S3,Text Understanding & Classification,Emotion Classification,S3_analysis,TRUE,sum_tokens,,token,500,100,proportional,0.15,TRUE,,100,15,,,,,,,,,,3,,,,,,,,mistral/mistral-medium,medium,32000,token,TRUE,mistral/mistral-medium-mini,mistral/mistral-medium,api,,,,,FALSE,,,,99,Basic,None,Tagging/understanding; merge-friendly with S2_textgen.,"users, qpm, tokens_in, tokens_out, classes",FALSE,,,
159,S3,Text Understanding & Classification,Urgency Classification,S3_analysis,TRUE,sum_tokens,,token,500,100,proportional,0.15,TRUE,,100,15,,,,,,,,,,3,,,,,,,,mistral/mistral-large,large,64000,token,TRUE,mistral/mistral-large-mini,mistral/mistral-large,api,,,,,FALSE,,,,99,Basic,None,Tagging/understanding; merge-friendly with S2_textgen.,"users, qpm, tokens_in, tokens_out, classes",FALSE,,,
160,S3,Text Understanding & Classification,NPS Category Classification,S3_analysis,TRUE,sum_tokens,,token,500,100,proportional,0.15,TRUE,,100,15,,,,,,,,,,3,,,,,,,,cohere/command-r-plus,large,128000,token,TRUE,cohere/command-r-plus-mini,cohere/command-r-plus,api,,,,,FALSE,,,,99,Basic,None,Tagging/understanding; merge-friendly with S2_textgen.,"users, qpm, tokens_in, tokens_out, classes",FALSE,,,
161,S3,Text Understanding & Classification,Aspect-Based Sentiment,S3_analysis,TRUE,sum_tokens,,token,500,100,proportional,0.15,TRUE,,100,15,,,,,,,,,,3,,,,,,,,google/gemini-1.5-flash,small,1000000,token,TRUE,google/gemini-1.5-flash,google/ge-1.5-pro,api,,,,,FALSE,,,,99,Basic,None,Tagging/understanding; merge-friendly with S2_textgen.,"users, qpm, tokens_in, tokens_out, classes",FALSE,,,
162,S3,Text Understanding & Classification,Hate Speech Detection,S3_analysis,TRUE,sum_tokens,,token,500,100,proportional,0.15,TRUE,,100,15,,,,,,,,,,3,,,,,,,,google/gemini-1.5-pro,large,1000000,token,TRUE,google/gemini-1.5-pro,google/ge-1.5-pro,api,,,,,FALSE,,,,99,Basic,None,Tagging/understanding; merge-friendly with S2_textgen.,"users, qpm, tokens_in, tokens_out, classes",FALSE,,,
163,S3,Text Understanding & Classification,Safety Policy Classification,S3_analysis,TRUE,sum_tokens,,token,500,100,proportional,0.15,TRUE,,100,15,,,,,,,,,,3,,,,,,,,openai/gpt-4o-mini,medium,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o-,api,,,,,FALSE,,,,99,Basic,None,Tagging/understanding; merge-friendly with S2_textgen.,"users, qpm, tokens_in, tokens_out, classes",FALSE,,,
164,S3,Text Understanding & Classification,PII Presence Classification,S3_analysis,TRUE,sum_tokens,,token,500,100,proportional,0.15,TRUE,,100,15,,,,,,,,,,3,,,,,,,,openai/gpt-4o,large,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o,api,,,,,FALSE,,,,99,Basic,None,Tagging/understanding; merge-friendly with S2_textgen.,"users, qpm, tokens_in, tokens_out, classes",FALSE,,,
165,S3,Text Understanding & Classification,Compliance Tagging,S3_analysis,TRUE,sum_tokens,,token,500,100,proportional,0.15,TRUE,,100,15,,,,,,,,,,3,,,,,,,,openai/gpt-4.1-mini,medium,200000,token,TRUE,openai/gpt-4.1-mini,openai/gpt-4.1-,api,,,,,FALSE,,,,99,Basic,None,Tagging/understanding; merge-friendly with S2_textgen.,"users, qpm, tokens_in, tokens_out, classes",FALSE,,,
166,S3,Text Understanding & Classification,Priority Triage,S3_analysis,TRUE,sum_tokens,,token,500,100,proportional,0.15,TRUE,,100,15,,,,,,,,,,3,,,,,,,,anthropic/claude-3.5-sonnet,large,200000,token,TRUE,anthropic/claude-3.5-sonnet-mini,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99,Basic,None,Tagging/understanding; merge-friendly with S2_textgen.,"users, qpm, tokens_in, tokens_out, classes",FALSE,,,
167,S3,Text Understanding & Classification,Phishing Detection,S3_analysis,TRUE,sum_tokens,,token,500,100,proportional,0.15,TRUE,,100,15,,,,,,,,,,3,,,,,,,,anthropic/claude-3.5-haiku,small,200000,token,TRUE,anthropic/claude-3.5-haiku,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99,Basic,None,Tagging/understanding; merge-friendly with S2_textgen.,"users, qpm, tokens_in, tokens_out, classes",FALSE,,,
168,S3,Text Understanding & Classification,Brand Safety Labeling,S3_analysis,TRUE,sum_tokens,,token,500,100,proportional,0.15,TRUE,,100,15,,,,,,,,,,3,,,,,,,,mistral/mistral-medium,medium,32000,token,TRUE,mistral/mistral-medium-mini,mistral/mistral-medium,api,,,,,FALSE,,,,99,Basic,None,Tagging/understanding; merge-friendly with S2_textgen.,"users, qpm, tokens_in, tokens_out, classes",FALSE,,,
169,S4,Evaluation & Monitoring,Toxicity Scoring,S4_eval,TRUE,sum_tokens,,token,300,80,proportional,0.1,TRUE,,,,,,,,,,,,,,,,,,,10%,"toxicity,faithfulness",cohere/command-r-plus,large,128000,token,TRUE,cohere/command-r-plus-mini,cohere/command-r-plus,api,,,,,FALSE,,,,99.9,Standard,None,Can batch; cheap per-token vs generation.,"eval_freq, tokens_in, tokens_out, metrics",FALSE,,,
170,S4,Evaluation & Monitoring,Hallucination Detection,S4_eval,TRUE,sum_tokens,,token,300,80,proportional,0.1,TRUE,,,,,,,,,,,,,,,,,,,10%,"toxicity,faithfulness",google/gemini-1.5-flash,small,1000000,token,TRUE,google/gemini-1.5-flash,google/ge-1.5-pro,api,,,,,FALSE,,,,99.9,Standard,None,Can batch; cheap per-token vs generation.,"eval_freq, tokens_in, tokens_out, metrics",FALSE,,,
171,S4,Evaluation & Monitoring,Self-Consistency Check,S4_eval,TRUE,sum_tokens,,token,300,80,proportional,0.1,TRUE,,,,,,,,,,,,,,,,,,,10%,"toxicity,faithfulness",google/gemini-1.5-pro,large,1000000,token,TRUE,google/gemini-1.5-pro,google/ge-1.5-pro,api,,,,,FALSE,,,,99.9,Standard,None,Can batch; cheap per-token vs generation.,"eval_freq, tokens_in, tokens_out, metrics",FALSE,,,
172,S4,Evaluation & Monitoring,Reference-based QA Eval,S4_eval,TRUE,sum_tokens,,token,300,80,proportional,0.1,TRUE,,,,,,,,,,,,,,,,,,,10%,"toxicity,faithfulness",openai/gpt-4o-mini,medium,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o-,api,,,,,FALSE,,,,99.9,Standard,None,Can batch; cheap per-token vs generation.,"eval_freq, tokens_in, tokens_out, metrics",FALSE,,,
173,S4,Evaluation & Monitoring,No-Reference QA Eval,S4_eval,TRUE,sum_tokens,,token,300,80,proportional,0.1,TRUE,,,,,,,,,,,,,,,,,,,10%,"toxicity,faithfulness",openai/gpt-4o,large,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o,api,,,,,FALSE,,,,99.9,Standard,None,Can batch; cheap per-token vs generation.,"eval_freq, tokens_in, tokens_out, metrics",FALSE,,,
174,S4,Evaluation & Monitoring,Summary Faithfulness Eval,S4_eval,TRUE,sum_tokens,,token,300,80,proportional,0.1,TRUE,,,,,,,,,,,,,,,,,,,10%,"toxicity,faithfulness",openai/gpt-4.1-mini,medium,200000,token,TRUE,openai/gpt-4.1-mini,openai/gpt-4.1-,api,,,,,FALSE,,,,99.9,Standard,None,Can batch; cheap per-token vs generation.,"eval_freq, tokens_in, tokens_out, metrics",FALSE,,,
175,S4,Evaluation & Monitoring,Code Diff Eval,S4_eval,TRUE,sum_tokens,,token,300,80,proportional,0.1,TRUE,,,,,,,,,,,,,,,,,,,10%,"toxicity,faithfulness",anthropic/claude-3.5-sonnet,large,200000,token,TRUE,anthropic/claude-3.5-sonnet-mini,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99.9,Standard,None,Can batch; cheap per-token vs generation.,"eval_freq, tokens_in, tokens_out, metrics",FALSE,,,
176,S4,Evaluation & Monitoring,Unit Test Autograder,S4_eval,TRUE,sum_tokens,,token,300,80,proportional,0.1,TRUE,,,,,,,,,,,,,,,,,,,10%,"toxicity,faithfulness",anthropic/claude-3.5-haiku,small,200000,token,TRUE,anthropic/claude-3.5-haiku,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99.9,Standard,None,Can batch; cheap per-token vs generation.,"eval_freq, tokens_in, tokens_out, metrics",FALSE,,,
177,S4,Evaluation & Monitoring,Style Conformance Check,S4_eval,TRUE,sum_tokens,,token,300,80,proportional,0.1,TRUE,,,,,,,,,,,,,,,,,,,10%,"toxicity,faithfulness",mistral/mistral-medium,medium,32000,token,TRUE,mistral/mistral-medium-mini,mistral/mistral-medium,api,,,,,FALSE,,,,99.9,Standard,None,Can batch; cheap per-token vs generation.,"eval_freq, tokens_in, tokens_out, metrics",FALSE,,,
178,S4,Evaluation & Monitoring,PII Leak Detection,S4_eval,TRUE,sum_tokens,,token,300,80,proportional,0.1,TRUE,,,,,,,,,,,,,,,,,,,10%,"toxicity,faithfulness",mistral/mistral-large,large,64000,token,TRUE,mistral/mistral-large-mini,mistral/mistral-large,api,,,,,FALSE,,,,99.9,Standard,None,Can batch; cheap per-token vs generation.,"eval_freq, tokens_in, tokens_out, metrics",FALSE,,,
179,S4,Evaluation & Monitoring,Bias Check,S4_eval,TRUE,sum_tokens,,token,300,80,proportional,0.1,TRUE,,,,,,,,,,,,,,,,,,,10%,"toxicity,faithfulness",cohere/command-r-plus,large,128000,token,TRUE,cohere/command-r-plus-mini,cohere/command-r-plus,api,,,,,FALSE,,,,99.9,Standard,None,Can batch; cheap per-token vs generation.,"eval_freq, tokens_in, tokens_out, metrics",FALSE,,,
180,S4,Evaluation & Monitoring,SAFE Completion Check,S4_eval,TRUE,sum_tokens,,token,300,80,proportional,0.1,TRUE,,,,,,,,,,,,,,,,,,,10%,"toxicity,faithfulness",google/gemini-1.5-flash,small,1000000,token,TRUE,google/gemini-1.5-flash,google/ge-1.5-pro,api,,,,,FALSE,,,,99.9,Standard,None,Can batch; cheap per-token vs generation.,"eval_freq, tokens_in, tokens_out, metrics",FALSE,,,
181,S4,Evaluation & Monitoring,Latency SLO Monitor,S4_eval,TRUE,sum_tokens,,token,300,80,proportional,0.1,TRUE,,,,,,,,,,,,,,,,,,,10%,"toxicity,faithfulness",google/gemini-1.5-pro,large,1000000,token,TRUE,google/gemini-1.5-pro,google/ge-1.5-pro,api,,,,,FALSE,,,,99.9,Standard,None,Can batch; cheap per-token vs generation.,"eval_freq, tokens_in, tokens_out, metrics",FALSE,,,
182,S4,Evaluation & Monitoring,Cost Monitor,S4_eval,TRUE,sum_tokens,,token,300,80,proportional,0.1,TRUE,,,,,,,,,,,,,,,,,,,10%,"toxicity,faithfulness",openai/gpt-4o-mini,medium,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o-,api,,,,,FALSE,,,,99.9,Standard,None,Can batch; cheap per-token vs generation.,"eval_freq, tokens_in, tokens_out, metrics",FALSE,,,
183,S4,Evaluation & Monitoring,Drift Detection,S4_eval,TRUE,sum_tokens,,token,300,80,proportional,0.1,TRUE,,,,,,,,,,,,,,,,,,,10%,"toxicity,faithfulness",openai/gpt-4o,large,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o,api,,,,,FALSE,,,,99.9,Standard,None,Can batch; cheap per-token vs generation.,"eval_freq, tokens_in, tokens_out, metrics",FALSE,,,
184,S4,Evaluation & Monitoring,Guardrail Policy Eval,S4_eval,TRUE,sum_tokens,,token,300,80,proportional,0.1,TRUE,,,,,,,,,,,,,,,,,,,10%,"toxicity,faithfulness",openai/gpt-4.1-mini,medium,200000,token,TRUE,openai/gpt-4.1-mini,openai/gpt-4.1-,api,,,,,FALSE,,,,99.9,Standard,None,Can batch; cheap per-token vs generation.,"eval_freq, tokens_in, tokens_out, metrics",FALSE,,,
185,S4,Orchestration & Tool Use,Tool-Using Agent (Search+Calc),S4_agentic,FALSE,separate_only,,token,700,300,separate_only,0,FALSE,,50,10,,,,,,,,,,,,,3,4,8,,,openai/gpt-4o-mini,medium,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o-,api,,,,,FALSE,,,,99.9,Standard,None,Tool calls add per-step overhead; usually separate.,"users, qpm, num_tools, chain_depth, avg_steps, tokens_in, tokens_out",FALSE,,,
186,S4,Orchestration & Tool Use,Multi-Tool Router,S4_agentic,FALSE,separate_only,,token,700,300,separate_only,0,FALSE,,50,10,,,,,,,,,,,,,3,4,8,,,openai/gpt-4o,large,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o,api,,,,,FALSE,,,,99.9,Standard,None,Tool calls add per-step overhead; usually separate.,"users, qpm, num_tools, chain_depth, avg_steps, tokens_in, tokens_out",FALSE,,,
